OBJECTID,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,HSD baseline 1981-2000 lower,HSD baseline 1981-2000 median,HSD baseline 1981-2000 upper,HSD baseline 2001-2020 lower,HSD baseline 2001-2020 median,HSD baseline 2001-2020 upper,HSD 1.5°C lower,HSD 1.5°C median,HSD 1.5°C upper,HSD 2°C lower,HSD 2°C median,HSD 2°C upper,HSD 2.5°C lower,HSD 2.5°C median,HSD 2.5°C upper,HSD 3°C lower,HSD 3°C median,HSD 3°C upper,HSD 4°C lower,HSD 4°C median,HSD 4°C upper,Shape__Area,Shape__Length
124,50.91776,-3.33862,114000,306000,0.2,0.3,0.4,0.8,1.2,2.7,0.8,1.8,4.1,1.6,2.8,5,2.2,4.1,6.3,4.6,5.9,10.9,9.6,13.2,22.9,362018656.537598,76107.2451424241
125,50.91959,-3.16795,114000,318000,0.2,0.2,0.2,0.6,1.2,2.4,0.6,1.6,3.6,1.5,2.5,4.3,1.8,3.7,5.6,4,5.5,10.2,8.4,11.5,20.8,362066157.438965,76112.2378561051
126,50.92118,-2.99726,114000,330000,0.3,0.4,0.5,1.2,1.8,3.2,1.2,2.4,5,2,3.7,5.8,3,5.1,7.5,6,7.3,12.8,11.5,14.9,25.9,362108995.871338,76116.7399007214
127,50.92251,-2.82655,114000,342000,0.4,0.6,0.6,1.6,2.3,3.8,1.5,2.9,6.4,2.6,4.6,7.5,4.2,6.3,8.5,7.3,9.2,14.5,13.6,17.7,28.5,362137424.668945,76119.7277649592
128,50.92359,-2.65584,114000,354000,0.5,0.6,0.8,1.6,2.7,4.3,1.8,3.2,7,2.8,5.1,8.4,4.5,7.1,10,7.8,10,15.9,14.4,18.4,29.8,362163012.497803,76122.4178040135
129,50.92443,-2.48511,114000,366000,0.5,0.7,1,1.6,2.6,4.2,1.8,3.1,6.9,2.9,5,8.4,4.2,7,10.4,7.8,10.1,15.6,14.3,18.4,30.1,362190838.395264,76125.3417206271
130,50.92501,-2.31438,114000,378000,0.6,0.8,1.1,1.7,2.6,4.3,1.7,3.3,7.5,3.1,5.6,9.3,5.3,7.9,11.2,8.6,11.5,17,15.9,19.9,32.1,362201498.934814,76126.4615694516
131,50.92535,-2.14365,114000,390000,0.6,0.7,0.9,1.6,2.4,4.1,1.6,3,7,2.9,5,8.7,4.7,7.1,10.1,7.8,10.5,15.9,14.8,19.5,30.7,362209156.759277,76127.2662349672
132,50.92543,-1.97291,114000,402000,0.6,0.8,1,1.8,2.9,4.2,1.7,3.6,7.3,3.2,6.1,9.2,5.7,8,11.3,8.9,12.1,17.6,17.3,21.5,33.5,362212062.560181,76127.572186816
133,50.92527,-1.80217,114000,414000,1,1.1,1.4,2.4,3.3,5.2,2.3,4.3,8.5,4.4,7,10.4,6.6,9.1,13.3,10.2,14.1,20,19.4,23.4,36,362203744.095093,76126.6987256628
134,50.92486,-1.63144,114000,426000,1,1,1.4,2.2,3.2,5.2,2.2,4.2,8.5,4.3,6.9,10.3,6.6,8.9,13.5,10,13.5,19.1,19.1,22.3,36,362194082.994507,76125.6825371555
135,50.92419,-1.46071,114000,438000,1,1.2,1.4,2.4,3.7,5.9,3.2,4.9,9.6,5.2,8.3,11.8,7.7,10.2,14.6,11,15,21.2,20.5,24.3,38.6,362177599.914978,76123.9503751843
136,50.92328,-1.28999,114000,450000,1,1.2,1.4,2,3.2,5.5,2.8,4.1,8.7,4.9,7.5,10.9,7.1,9.3,12.9,10.1,13.8,19.6,19.7,23.6,37.2,362160495.123047,76122.1523902188
137,50.92212,-1.11928,114000,462000,0.8,1,1.2,2,2.9,5,2.5,3.6,7.8,4.3,6.2,9.7,6.1,7.9,11.6,9,11.8,16.8,16.9,21.8,33.6,362130488.583862,76118.9993319515
138,50.92071,-0.94858,114000,474000,0.7,0.8,1,1.8,2.6,4.6,2.1,3.3,7.5,3.9,5.9,9.1,5.7,7.5,11.2,8.2,10.9,16.1,15.3,20.5,32.4,362096457.167969,76115.4230129466
139,50.91904,-0.77789,114000,486000,0.8,0.8,1,1.5,2.8,4.4,1.5,3.6,7.5,3.6,6.2,9.1,5.6,7.5,11.2,8.3,11,16,15.2,20.4,31.8,362052118.704376,76110.7624490935
140,50.91713,-0.60723,114000,498000,0.8,0.8,1,1.9,2.9,4.9,2,3.8,7.9,4.1,6.6,9.8,6,8.1,11.5,9,11,16.4,15.8,20.4,32.7,362002693.62439,76105.5670749733
141,50.91497,-0.43658,114000,510000,0.8,0.8,1.1,1.9,3,4.8,2.2,3.8,7.8,3.9,6.4,9.9,5.7,7.9,11.6,8.5,10.4,15.8,14.8,19.4,32.1,361944663.43425,76099.4665721815
142,50.91257,-0.26596,114000,522000,0.6,0.8,1,1.6,2.8,4.4,2,3.4,7.9,3.5,6.4,10,5.4,7.8,11.6,8.5,10.3,16,14.5,18.9,32.8,361881783.376686,76092.8563918729
143,50.90991,-0.09536,114000,534000,0.5,0.6,0.8,1.2,2.6,4.6,1.6,3.4,8,3.2,6.2,9.7,4.4,7.4,10.9,7.8,9.8,15.4,13.8,18.3,30,361807928.726891,76085.0917580603
144,50.907,0.07521,114000,546000,0.8,1,1.1,1.5,2.8,5.4,2,3.7,8.8,3.4,7.1,11.1,5.6,8.9,12.7,9,11.6,17.5,14.9,19.9,33.8,361733274.098385,76077.2418263768
145,50.90384,0.24576,114000,558000,0.4,0.6,0.8,1.2,2.3,4.3,1.7,2.7,7,2.4,5.5,8.7,4.1,6.9,10.4,7.3,9,15,13,17.1,29.8,361652958.622726,76068.7951445827
146,50.90044,0.41627,114000,570000,0.2,0.4,0.5,1,1.8,3.3,1.3,2,5.1,2,4.2,6.4,3.1,4.9,7.6,5.6,7.2,11.8,10.9,14.4,24.4,361564916.030807,76059.5350770504
147,50.89678,0.58674,114000,582000,0.3,0.4,0.4,0.8,1.7,2.8,1.1,1.7,4.4,1.8,3.6,5.8,2.7,4.3,6.2,5,6.5,10.5,10,13,22,361467994.597321,76049.3406176078
148,50.89288,0.75718,114000,594000,0.2,0.3,0.4,0.9,1.8,2.8,1,1.7,4.4,1.7,3.6,5.9,2.9,4.4,6,5.3,7.3,10.5,10.7,13.6,22.2,361376419.866852,76039.7052444117
149,50.88856,0.92793,114000,606000,0.1,0.2,0.2,0.4,1,1.8,0.7,1.1,3.2,1,2.2,4.2,1.8,3,4.4,3.7,5.1,7.5,8.1,10.5,15.8,363214996.153625,76233.5727226045
150,51.00576,-4.53853,126000,222000,0.1,0.1,0.2,0.4,0.6,1.1,0.3,0.8,1,0.6,0.9,1.4,0.7,1.1,2.2,1.2,1.8,3.9,3.6,4.2,7.9,363180175.208008,76229.2397205501
151,51.00935,-4.36765,126000,234000,0.1,0.2,0.2,0.4,0.8,1.2,0.5,1,1.4,0.8,1.1,1.7,0.9,1.5,2.8,1.3,2,5.2,3.8,4.8,10,363272289.04541,76238.9060848467
152,51.01269,-4.19673,126000,246000,0.2,0.2,0.2,0.9,1.4,2.2,1,1.7,2.6,1.2,2,3.1,1.8,2.5,4.4,3.1,4,9.7,6.7,8.5,16,363359076.719238,76248.0130051145
153,51.01578,-4.02578,126000,258000,0.2,0.3,0.4,1,1.5,2.6,1,1.7,3.4,1.3,2.4,4,2,3.2,5.5,3.8,5,10.9,7.8,10.2,19.3,363441381.233643,76256.6480946048
154,51.01862,-3.85481,126000,270000,0.2,0.2,0.2,0.6,1.2,2.2,0.7,1.4,2.8,1.1,2.1,3.3,1.7,2.7,4.5,3,4,9.7,7.3,9.3,18.8,363514371.776611,76264.3051324003
155,51.02121,-3.6838,126000,282000,0,0.1,0.2,0.4,1,1.8,0.5,1.2,2.2,0.8,1.6,2.5,1,2,3.7,2.5,2.9,7.1,5.8,8,16.8,363582632.448486,76271.4651530749
156,51.02355,-3.51277,126000,294000,0.1,0.2,0.2,0.8,1.1,2.2,0.7,1.4,2.7,1.4,2.1,3.4,1.4,2.7,5.1,3.3,4.1,8.6,7,10.1,18.8,363641799.080811,76277.670829268
157,51.02564,-3.34172,126000,306000,0.2,0.2,0.3,0.8,1.2,2.8,0.8,1.6,3.2,1.6,2.5,3.9,1.8,3.3,5.8,3.8,4.9,9.4,7.5,10.9,19.8,363693787.526611,76283.122854971
158,51.02748,-3.17066,126000,318000,0.4,0.6,0.7,1.6,2.5,3.8,2,2.8,5.8,2.7,4.5,7.3,4,6.4,9.4,7,9,14.7,13.2,16.1,27.4,363739590.273193,76287.9261784735
159,51.02907,-2.99957,126000,330000,0.6,0.8,1,2,2.8,4.4,2.5,3.4,7,3.8,5.4,9,5,7.8,11.1,8.4,10.9,16.3,15.4,18.8,30.4,363780973.500854,76292.2646583036
160,51.03041,-2.82847,126000,342000,0.7,0.8,1,2,3,5,2.6,3.5,7.8,3.5,5.6,9.3,5.2,7.8,11.2,8.9,11.3,16.6,16,19.7,30.5,363812575.542603,76295.5788601526
161,51.03149,-2.65736,126000,354000,1,1.1,1.3,2,3.6,5.2,3,4,8.9,3.9,6.7,10.8,6.2,8.7,12.6,9.8,12.9,18,17.1,21.1,32.1,363839407.994995,76298.3925259771
162,51.03233,-2.48624,126000,366000,0.6,0.6,0.8,1.7,2.8,4.4,2,3.4,7.2,3,5.5,8.6,4.6,7,11,8,10,15.4,14.8,18.6,29.6,363865717.168579,76301.1502289199
163,51.03292,-2.31511,126000,378000,0.6,0.7,0.9,1.8,2.7,4.6,1.8,3.4,7.6,2.9,5.5,9,4.6,7.5,11.1,8.3,10.6,16.3,14.8,19.2,30.2,363879499.556274,76302.5957890767
164,51.03326,-2.14398,126000,390000,0.6,0.6,0.8,1.6,2.3,4,1.6,2.8,6.9,2.8,4.8,8.3,4.4,6.9,9.5,7.8,9.7,15.2,14.3,18.2,29.4,363883277.101563,76302.9918473542
165,51.03334,-1.97285,126000,402000,0.6,0.8,0.8,1.7,2.6,4.3,1.7,3.3,7.1,3.2,5.5,9.1,5.1,7.6,10.8,8.7,11.2,16.5,15.6,20.1,31.4,363885494.009766,76303.224315232
166,51.03318,-1.80171,126000,414000,0.8,1,1.2,2.1,3.3,5.2,2.5,4.2,8.5,4,6.8,10.4,6.4,9,13,10.3,13.7,19.4,18.5,22.8,35.3,363884288.584717,76303.0984448147
167,51.03276,-1.63058,126000,426000,0.9,1,1.2,2.2,3.4,5.2,2.7,4.5,8.5,4.4,7.1,10.6,6.9,9.4,13.6,10.5,14,19.9,19,22.7,36.2,363875449.937866,76302.1718796201
168,51.0321,-1.45946,126000,438000,0.9,1,1.2,2.2,3.3,5.2,2.9,4.6,8.6,4.3,7.4,11,7,9.6,13.4,10.3,14,20.8,19.3,23,36.5,363852980.078064,76299.8163840322
169,51.03118,-1.28834,126000,450000,1.1,1.2,1.4,2.2,3.6,5.4,3.1,4.8,9,4.8,8.1,11.9,7.6,10.3,14,11,14.8,21.1,20.2,24,37.1,363839736.794678,76298.4269531202
170,51.03001,-1.11723,126000,462000,0.8,0.8,1,1.8,3,4.3,2.1,4,7.2,3.8,6.4,9.6,6.1,8.4,11.4,8.9,11.8,17.7,16.6,21.4,34,363803768.383423,76294.6563030883
171,51.0286,-0.94614,126000,474000,0.8,0.9,1.1,2,3.1,4.4,1.6,4,7.3,3.8,6.7,9.5,6.1,8.4,12,8.9,11.8,17.6,16.9,21.5,33.7,363770770.008423,76291.1957170824
172,51.02693,-0.77506,126000,486000,1.4,1.6,1.7,3.4,4.5,6.7,4.2,5.5,10,6.3,9.7,12.5,9.4,12.1,16,13.3,16.8,23.8,23.1,26.3,40.1,363726374.249664,76286.5402086916
173,51.02501,-0.604,126000,498000,1.2,1.3,1.5,2.8,3.9,5.8,3.5,5.2,9.5,5.5,8.8,11.8,8.5,10.9,15.1,11.5,14.9,22.5,20.8,24.5,38.6,363680427.71698,76281.7212894853
174,51.02284,-0.43295,126000,510000,1.2,1.3,1.6,3,4,6,3.6,5.3,9.8,5.6,9,12.1,8.8,11,16,12,15,23.6,20.2,24.8,39.9,363617875.708496,76275.1613591234
175,51.02042,-0.26193,126000,522000,0.8,1,1.2,2,3.4,5.3,2.3,4.3,8.5,4,7.5,10.9,6.7,9.5,13.1,10.2,12.4,19.8,17.5,21.6,35.7,363553953.743088,76268.4566081428
176,51.01776,-0.09094,126000,534000,0.6,0.8,1,1.7,3,5,2.2,3.8,7.9,3.8,7.1,10,6,8.8,12.7,9.4,11.9,18.5,16.5,20.7,34.5,363479680.775406,76260.6662647192
177,51.01484,0.08002,126000,546000,0.5,0.6,0.8,1.6,2.7,4.2,1.9,3.5,6.7,3.5,6.5,9,5.3,7.8,11.4,8.4,10.6,16.7,14.9,18.9,32.4,363407799.166664,76253.1247602105
178,51.01167,0.25096,126000,558000,0.4,0.4,0.6,1.4,2.3,3.9,1.8,3,6.1,2.8,5.4,8.2,4.6,7.1,10,7.6,9.3,14.9,13.8,17.4,30.4,363326506.447624,76244.5956905947
179,51.00825,0.42187,126000,570000,0.5,0.6,0.8,1.4,2.9,4.2,2.2,3.3,6.7,3.5,6.2,8.7,5.2,7.7,10.7,8.1,10.3,16.4,15.6,18.6,32.3,363240933.065994,76235.6165969966
180,51.00458,0.59274,126000,582000,0.6,0.7,1,1.6,3.1,4.6,2.1,3.4,6.9,3.5,6.4,8.7,5.1,7.8,10.6,8.5,10.7,16.9,15.9,19.6,33.2,363144340.039978,76225.4795050085
181,51.00066,0.76357,126000,594000,0.5,0.6,0.8,1.4,2.9,4.4,1.7,3,6.5,3,5.9,8,4.7,6.9,9.4,7.6,10.1,15.2,14.6,18.4,31.7,363045908.250671,76215.1467732681
182,50.9965,0.93436,126000,606000,0.2,0.4,0.4,0.8,1.7,2.8,1.1,1.9,4.1,1.9,3.1,5.4,2.8,4.6,5.8,5.1,7.6,9.4,10.7,13.5,20.4,362933589.61322,76203.3578845409
183,50.99184,1.10561,126000,618000,0.2,0.3,0.4,0.9,1.7,2.6,1.2,1.8,4.4,1.9,3.4,5.8,2.9,4.4,6,5.3,7.5,10,10.4,13.3,20,365590286.476257,76483.2388693566
184,51.1096,-4.71541,138000,210000,0,0,0.2,0.2,0.4,0.8,0.1,0.5,1,0.4,0.7,1.2,0.5,0.9,1.7,0.9,1.4,3,2.8,3.3,6.4,364107495.833496,76327.3893380156
185,51.12052,-4.20184,138000,246000,0.2,0.2,0.3,0.9,1.4,2.2,1,1.5,2.6,1.3,1.9,3,1.6,2.7,4.2,2.9,3.8,8.6,6.1,7.7,14.6,365049811.823975,76425.2003932201
186,51.12362,-4.0305,138000,258000,0.1,0.2,0.2,0.6,1.2,2,0.6,1.4,2,1.1,1.7,2.6,1.4,2.4,3.7,2.6,2.9,7.8,5.6,7.1,14.5,365131771.550049,76433.7794216332
187,51.12647,-3.85912,138000,270000,0,0,0.1,0.2,0.4,1.4,0.2,0.4,1.3,0.5,0.9,1.4,0.4,1,2.1,1.1,1.6,4.5,3,4.4,11,365204971.056885,76441.4401698994
188,51.12907,-3.68772,138000,282000,0,0,0,0.2,0.4,1.5,0.2,0.4,1.3,0.5,0.7,1.6,0.6,1,2,1,1.7,4.2,2.8,4.3,10.4,365266490.549316,76447.8779626242
189,51.13142,-3.5163,138000,294000,0.1,0.2,0.2,0.6,1,2,0.6,1,2.3,0.9,1.5,3.1,1,2.1,3.6,2.5,2.9,7,5.7,7.2,14.4,365325483.752441,76454.0513193907
190,51.13352,-3.34485,138000,306000,0.1,0.2,0.2,0.7,0.9,2,0.7,1,2.6,1,1.4,3.2,1.1,2.1,3.4,2.5,3.1,7,5.6,7.8,14.4,365384090.899414,76460.1835387287
191,51.13536,-3.17338,138000,318000,0.2,0.2,0.3,0.8,1.3,2.8,1,1.6,3.4,1.6,2.5,4.5,1.9,3.5,5,3.9,4.8,9.7,8.1,10.3,18.3,365430952.304443,76465.0861859239
192,51.13696,-3.0019,138000,330000,0.8,0.9,1,1.8,3,4.4,2.4,3.3,7.1,3.7,5,8.8,4.8,7.4,10.1,7.9,10.1,15.6,14.3,17.9,27.6,365470312.35022,76469.2041971475
193,51.1383,-2.8304,138000,342000,0.8,0.9,1.2,2,3.3,4.6,2.6,3.6,8.2,4,6,10,5.3,8.2,11.6,8.9,11.3,16.7,15.7,19.3,30.4,365507139.566406,76473.056936014
194,51.13939,-2.65889,138000,354000,0.8,0.9,1.1,2,3,4.6,2.7,3.7,7.7,3.8,6,9.5,5.3,7.8,11.5,8.9,11.2,16.7,15.4,19.5,30.5,365533346.80249,76475.7983269311
195,51.14023,-2.48737,138000,366000,0.5,0.6,0.6,1.8,2.6,3.8,1.8,3.1,6.3,2.6,4.9,7.9,4.1,6.4,9.4,7.1,9.3,13.8,13.3,16.9,27.9,365556972.026367,76478.2688975729
196,51.14082,-2.31585,138000,378000,0.4,0.5,0.6,1.6,2.2,3.7,1.7,2.8,6.3,2.5,4.4,7.8,3.7,6.2,9.2,7,9.1,14,12.4,16.5,27.8,365574413.640625,76480.0934083788
197,51.14116,-2.14432,138000,390000,0.6,0.6,0.8,1.8,2.5,4.1,1.7,3.1,6.9,3,5,8.3,4.5,7.1,10.1,8,10,15.3,14,18.6,29.3,365580543.852051,76480.735586245
198,51.14125,-1.97278,138000,402000,0.7,0.8,1,2,2.9,4.7,2,3.8,7.8,3.2,6,9.4,5.7,8.1,11.4,9.5,11.9,16.9,16,20.9,32.1,365583922.09021,76481.088848961
199,51.14108,-1.80125,138000,414000,0.8,1,1.2,2.4,3.4,5.2,2.7,4.2,8.6,4,6.9,10.7,6.5,9.1,13,10.1,13.6,19,18,22.5,34.2,365579496.010864,76480.6260536511
200,51.14067,-1.62972,138000,426000,0.8,1,1.2,2.2,3.2,5.1,2.6,4.1,8.5,4.1,6.8,10.6,6.7,9,12.8,10.2,13.6,19.2,18.3,22.2,34.1,365567328.717285,76479.3531525303
201,51.14,-1.4582,138000,438000,0.9,1.1,1.2,2.5,3.8,5.8,3.5,4.9,9.1,4.8,8,11.6,7.5,10,14,11.1,14.9,21.7,20.1,24.2,37.6,365549543.533875,76477.4938883171
202,51.13908,-1.28668,138000,450000,1,1.2,1.4,2.7,4,5.8,3.1,5,9.2,5.1,8.6,11.9,8.3,10.8,14.9,11.7,15.5,22.6,20.9,25.1,38.5,365531490.11969,76475.6043190352
203,51.13791,-1.11518,138000,462000,0.8,0.9,1.2,2,3.3,4.6,2.1,4.2,7.6,4,7,9.7,6.7,8.9,12.8,9.8,12.5,19,17.3,21.6,34.7,365496981.983215,76471.9956353659
204,51.13649,-0.94369,138000,474000,1,1.1,1.4,2.2,3.6,4.8,2.6,4.4,8.2,4.4,8,10.5,7.8,10,13.8,10.8,14,20.8,19,23.5,36.5,365462777.851379,76468.4165425356
205,51.13481,-0.77221,138000,486000,1.4,1.5,1.8,3,4.2,6.4,4,5.4,9.8,6.2,9.8,11.9,9.2,11.9,16.3,13.5,16.5,23.9,23,26.5,40.3,365418350.552429,76463.7680441788
206,51.13289,-0.60075,138000,498000,1.2,1.2,1.5,2.6,4,5.6,3.4,5.1,8.7,5.3,9,11.3,8.1,11.2,15.8,11.9,14.7,22.9,20.5,24.1,38.1,365369461.238098,76458.6521673792
207,51.13071,-0.42931,138000,510000,1,1.1,1.2,2.1,3.6,5.3,2.6,4.8,8.2,4.5,8.3,10.6,7.5,10.2,14.7,11.2,13.5,22.2,18.5,22.5,36.5,365307428.536774,76452.1620012445
208,51.12828,-0.25789,138000,522000,0.8,1,1.4,2,3.5,5.2,2.5,4.6,8,4.1,8.1,10.6,7.3,10.2,14.7,11.2,13.7,22.4,18.4,22.3,35.8,365241948.688133,76445.3097772817
209,51.1256,-0.0865,138000,534000,0.8,1,1.2,2,3.5,5.2,2.7,4.3,7.8,4.5,7.9,10.2,6.9,9.8,13.9,11,13.3,21.3,18.3,22.5,35.9,365168904.817596,76437.6658619193
210,51.12267,0.08486,138000,546000,0.6,0.8,1.1,1.7,3.5,5,2.9,4,7.5,4.5,7.5,9.8,6.6,9.1,12.9,10,12.6,19.4,17.8,21.7,34.6,365093617.350366,76429.785542712
211,51.11949,0.2562,138000,558000,0.5,0.6,0.9,1.7,3.2,4.9,2.6,3.7,6.9,4,6.8,9.1,5.8,8.7,12.2,9.1,11.4,18.3,16.6,20.3,33,365012712.949585,76421.3170722482
212,51.11606,0.4275,138000,570000,0.6,0.8,1,1.6,3.2,5.2,2.7,3.9,7.2,4.1,7.1,9.4,6.1,9.2,12.2,9.6,11.9,19,17,21.2,33.7,364926288.416138,76412.2687334269
213,51.11238,0.59877,138000,582000,0.7,0.8,1.1,1.8,3.5,5.2,2.6,4.1,7.5,4.3,7.4,9.4,6.5,9.7,12.1,10.1,12.5,19.6,18,22.1,35.1,364831180.317993,76402.3111768471
214,51.10845,0.77,138000,594000,0.7,0.9,1,1.8,3.5,5.1,2.3,3.6,7.5,4,7,9.5,6,9.3,11.8,9.9,12.4,18.7,17.5,21.8,34.8,364727740.305481,76391.4791580929
215,51.10426,0.94119,138000,606000,0.4,0.6,0.8,1.4,2.7,4,1.7,2.9,6,3,5,7.5,4.3,6.9,9,7.7,10.2,14.7,14.2,18.3,29.6,364615137.288452,76379.6861681615
216,51.09983,1.11233,138000,618000,0.3,0.4,0.4,1,1.7,2.8,1.2,1.7,4.1,1.9,3.3,5.6,2.7,4,5.8,4.7,6.7,8.9,8.8,12,17.7,364499080.434387,76367.5304834943
217,51.09515,1.28343,138000,630000,0.1,0.2,0.2,0.6,1,1.8,0.7,1.2,3.2,1.1,2.1,4.2,1.8,2.8,4.1,3.5,4.8,6.8,6.4,9.2,13.9,364380006.882507,76355.0562584252
218,51.22819,-4.20668,150000,246000,0.1,0.1,0.2,0.4,0.6,1.2,0.4,0.9,1.3,0.6,1.1,1.5,0.7,1.3,2.6,1.4,1.7,5,3.2,4.4,10.7,364966382.273682,76417.1103902816
219,51.23146,-4.03524,150000,258000,0,0,0.1,0.2,0.4,0.8,0.1,0.5,1.1,0.5,0.9,1.1,0.6,0.9,1.8,0.9,1.3,3.7,2.5,3.2,8.1,366828089.307129,76611.1193098766
220,51.23432,-3.86347,150000,270000,0,0,0,0,0.2,0.4,0,0.2,0.7,0.1,0.4,0.8,0.1,0.5,1,0.3,0.8,2.5,1.7,2.2,6,366905922.495605,76619.246459438
221,51.23693,-3.69167,150000,282000,0,0,0,0.2,0.4,1.1,0.2,0.3,1.1,0.3,0.7,1,0.2,0.7,1.5,0.8,1.4,3.6,2.4,3.6,8.6,366971136.585205,76626.0557528675
222,51.23929,-3.51984,150000,294000,0.2,0.2,0.3,0.7,1.2,2.5,0.8,1.5,2.9,1.4,2,3.8,1.8,2.9,4.4,3.1,4,9.2,7.1,9.4,17.7,367028780.156006,76632.0738392684
223,51.24139,-3.34799,150000,306000,0.4,0.4,0.4,1.2,1.8,3.2,1.3,1.9,3.9,2,3.1,5,2.7,4.3,6.1,5.1,6.2,11.4,9.3,12.6,21.7,367089369.789551,76638.398188465
224,51.24325,-3.17613,150000,318000,0.2,0.3,0.4,1.1,1.4,2.8,1.1,1.8,3.5,1.8,2.8,4.7,2,3.7,5.2,4.3,5.4,10.3,8.5,11.4,19.9,367135182.130371,76643.1805471498
225,51.24485,-3.00424,150000,330000,0.6,0.8,0.8,1.8,2.6,4.2,2.2,3,6.6,3.2,4.9,8,4.3,6.7,9.3,7.4,9.3,14.2,13.2,16.7,26.9,367175835.592285,76647.4242491423
226,51.24619,-2.83235,150000,342000,0.6,0.9,1.1,2,2.9,4.2,2.5,3.2,7.6,3.6,5.3,9.5,4.9,7.4,10.6,7.9,10.2,15.4,14.1,17.6,27.7,367215928.333862,76651.6080801824
227,51.24729,-2.66043,150000,354000,0.4,0.4,0.6,1.2,1.8,3.3,1.3,2.2,5,2.3,3.6,6.2,2.8,5,7.4,5.5,7.3,11.9,10.2,13.3,23.1,367244762.89209,76654.6173793047
228,51.24813,-2.48851,150000,366000,0.4,0.4,0.6,1.2,2,3.4,1.6,2.5,5.7,2.5,4,7,3.2,5.6,8.4,6.4,8.4,12.7,11.2,15.1,25.2,367266898.725098,76656.9274358953
229,51.24873,-2.31659,150000,378000,0.8,1,1,2.1,3.2,4.8,2.6,3.7,8,3.6,5.8,9.9,5.6,8.2,11.4,9,11.7,17.1,14.8,19.2,31,367279357.964111,76658.2277983124
230,51.24907,-2.14465,150000,390000,0.8,1,1.1,2,3.2,5.2,2.7,4,8.1,3.5,6.1,10,5.9,8.6,11.7,9.4,12,17.4,16.1,20.5,31.7,367290295.518433,76659.3694007254
231,51.24915,-1.97272,150000,402000,0.8,0.9,1,2.1,3.2,5.2,2.2,3.9,8.2,3.4,6.2,9.8,6,8.6,11.3,9.5,11.9,17.4,16.1,20.7,31.4,367291244.161499,76659.4684536341
232,51.24899,-1.80079,150000,414000,0.8,0.9,1.1,2.2,3.2,5.2,2.4,4.1,8.2,3.9,6.6,10,6,8.6,11.6,9.6,12.5,17.8,16.9,21.7,32.7,367286530.901733,76658.9764283241
233,51.24857,-1.62886,150000,426000,0.8,0.9,1,2.1,3.2,4.8,2.2,3.9,7.8,3.6,6.3,9.5,6,8.2,11.7,9.2,12.2,17.6,16.7,21.1,32.4,367273975.465332,76657.6670260968
234,51.2479,-1.45693,150000,438000,0.8,1,1.2,2.2,3.4,5.2,2.6,4.2,8.3,4,7,10.2,6.8,8.9,12.7,9.8,13.3,19.5,18.1,22.5,34.2,367262745.045898,76656.4944692492
235,51.24698,-1.28501,150000,450000,0.8,1,1.2,2.1,3.4,5,2.5,4.3,8.3,4,7.3,10.2,6.7,8.9,12.8,9.8,12.9,19.9,18.2,22.3,34.5,367237276.875854,76653.8367610457
236,51.2458,-1.11311,150000,462000,0.8,1,1.2,2.2,3.6,5,2.3,4.4,8.1,4,7.5,10.2,6.6,9.2,13,10.3,13,19.7,18.2,22.3,34.7,367199262.548645,76649.869954135
237,51.24437,-0.94122,150000,474000,1,1.1,1.2,2.4,3.7,5.4,2.7,4.5,8.6,4.3,8,11,7.4,10.1,13.6,11.2,13.7,20.8,19.1,23.3,35.5,367163164.673645,76646.102139581
238,51.24269,-0.76934,150000,486000,1.2,1.4,1.6,2.6,4,5.9,3.3,5,9.2,5.4,9,11.4,8.3,11.3,14.9,12.6,15.1,22.4,21.1,25.1,38.2,367122659.722504,76641.8738815592
239,51.24076,-0.59748,150000,498000,1.2,1.3,1.6,2.6,4,6.2,3.4,5.1,9.1,5.2,9.2,11,8,11.1,15,13,14.9,22.3,21.5,25,38.4,367075210.13623,76636.9202265472
240,51.23857,-0.42564,150000,510000,1,1.1,1.2,1.9,3.4,5.2,2.7,4.4,8.2,4.2,8.1,10.1,7.2,9.9,13.2,11.3,13.4,20.6,18.9,22.1,35.2,367014546.532928,76630.5875013375
241,51.23614,-0.25382,150000,522000,1,1.1,1.2,2,3.4,5.4,2.6,4.4,8.2,4.1,7.7,10.1,7,10.1,14.2,11,13.5,21.2,18.6,22.5,34.9,366952066.637459,76624.0649430689
242,51.23345,-0.08203,150000,534000,0.6,0.7,0.9,1.6,3,4.9,2.2,3.5,7,3.5,6.6,8.8,5.9,8.7,12.4,9.3,12,18.8,16.4,20.7,32.2,366877633.096367,76616.2938619184
243,51.23051,0.08973,150000,546000,0.6,0.8,1,1.7,3.5,5.3,2.9,4.2,7.7,4.2,7.7,9.7,6.7,9.7,13.4,10.5,12.5,19.8,17.8,21.7,33.8,366799211.775472,76608.1049444164
244,51.22731,0.26147,150000,558000,0.8,1,1.1,1.8,3.5,5.5,3,4.3,8,4.3,7.6,9.9,6.8,9.9,13.4,10.6,12.4,20.3,17.8,22.2,34.7,366715951.738228,76599.4088716398
245,51.22387,0.43317,150000,570000,1,1.1,1.4,1.9,4.2,5.8,3.2,4.4,8.1,4.2,7.9,10.1,6.6,10.2,13.5,11,13.1,21.2,18.6,23.2,35.1,366625507.039551,76589.9622300344
